frp,bright_ti4,bright_ti5,dist_refinery,dist_factory,dist_industrial_zone,dist_oil_gas,dist_mining,dist_forest,dist_agriculture,dist_powerplant,has_refinery_5km,has_powerplant_5km,has_factory_5km,has_industrial_2km,count_ind_5km,count_ref_5km,label,latitude,longitude
2.11,315.49,294.79,2.729,0.45,0.45,2.013,3.691,1.78,1.059,5.033,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.0868,74.16059
0.65,308.49,294.49,2.729,0.45,0.45,2.013,3.691,1.78,1.059,5.033,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.08741,74.15643
0.79,312.92,295.18,2.729,0.45,0.45,2.013,3.69,1.78,1.059,5.032,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.13232,74.17843
4.1,309.26,294.88,2.725,0.45,0.45,2.011,3.688,1.778,1.058,5.027,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.57351,72.56357
1.59,307.1,293.7,2.725,0.45,0.45,2.01,3.688,1.778,1.058,5.026,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.64409,72.9769
3.33,308.91,293.74,2.723,0.45,0.45,2.009,3.687,1.777,1.058,5.023,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,32.88999,71.6175
0.8,310.8,293.05,2.72,0.45,0.45,2.007,3.684,1.775,1.057,5.018,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,33.29611,71.18341
1.09,306.97,293.04,2.72,0.45,0.45,2.007,3.684,1.775,1.057,5.018,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,33.29622,71.18803
1.08,308.21,292.27,2.784,0.45,0.45,2.046,3.726,1.804,1.069,5.115,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,24.68952,73.00175
2.98,329.62,294.95,2.775,0.45,0.45,2.041,3.72,1.8,1.067,5.102,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,25.9433,72.19072
2.14,325.37,295.03,2.775,0.45,0.45,2.041,3.72,1.8,1.067,5.102,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,25.94431,72.19051
0.92,305.36,295.07,2.774,0.45,0.45,2.04,3.72,1.799,1.067,5.1,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,26.09499,68.87773
0.71,305.13,292.92,2.771,0.45,0.45,2.038,3.717,1.798,1.067,5.095,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,26.60605,73.68385
1.35,306.77,293.13,2.769,0.45,0.45,2.037,3.716,1.797,1.066,5.092,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,26.87274,73.51597
1.26,309.34,293.23,2.769,0.45,0.45,2.037,3.716,1.797,1.066,5.092,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,26.87605,73.51661
1.39,304.99,292.77,2.769,0.45,0.45,2.037,3.716,1.797,1.066,5.092,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,26.87664,73.51275
0.32,296.11,276.77,2.763,0.45,0.45,2.033,3.712,1.794,1.065,5.084,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,27.66868,76.13271
0.32,299.11,279.78,2.763,0.45,0.45,2.033,3.712,1.794,1.065,5.084,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,27.66938,76.12862
0.75,307.1,296.83,2.758,0.45,0.45,2.03,3.709,1.792,1.064,5.076,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,28.35198,70.13081
1.83,310.32,297.18,2.758,0.45,0.45,2.03,3.709,1.792,1.064,5.075,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,28.42588,69.698
1.91,316.04,291.02,2.755,0.45,0.45,2.029,3.707,1.791,1.064,5.072,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,28.74306,76.92912
3.18,316.03,292.1,2.75,0.45,0.45,2.025,3.704,1.789,1.063,5.064,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,29.45914,76.89161
2.28,311.77,289.97,2.75,0.45,0.45,2.025,3.704,1.789,1.063,5.063,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,29.4759,76.85623
1.13,311.92,289.64,2.82,0.45,0.45,2.068,3.75,1.82,1.076,5.17,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.54634,74.25378
1.57,304.97,291.93,2.819,0.45,0.45,2.068,3.749,1.819,1.076,5.169,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.68969,73.04101
3.62,319.89,293.8,2.819,0.45,0.45,2.068,3.749,1.819,1.076,5.169,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,18.69302,73.0416
2.32,323.05,287.35,2.813,0.45,0.45,2.063,3.745,1.816,1.074,5.159,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,19.93695,73.71136
1.84,305.96,291.96,2.81,0.45,0.45,2.062,3.743,1.815,1.074,5.155,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,20.35619,72.94963
0.49,295.93,281.97,2.806,0.45,0.45,2.059,3.74,1.813,1.073,5.149,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,21.10102,72.63954
1.65,315.23,282.26,2.806,0.45,0.45,2.059,3.74,1.813,1.073,5.149,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,21.1016,72.63586
2.1,312.03,293.36,2.805,0.45,0.45,2.059,3.74,1.813,1.073,5.147,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,21.26307,72.94081
1.45,308.36,292.6,2.802,0.45,0.45,2.057,3.738,1.812,1.072,5.142,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,21.79665,72.08905
0.77,297.92,278.12,2.856,0.45,0.45,2.09,3.773,1.835,1.082,5.224,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.67002,77.45597
0.94,304.91,283.7,2.85,0.45,0.45,2.086,3.769,1.833,1.081,5.215,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,11.62482,79.08276
1.05,304.97,281.19,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.71089,79.62021
0.49,302.83,278.47,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.82755,79.33979
0.49,305.97,279.11,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.82812,79.33691
0.64,305.91,278.87,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.82816,79.33921
0.73,302.13,278.63,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.82868,79.33408
0.64,304.76,278.4,2.842,0.45,0.45,2.081,3.764,1.829,1.08,5.203,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,13.82871,79.33633
0.4,297.02,279.46,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.16888,76.67051
0.79,302.27,284.14,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.17345,76.78623
0.52,301.13,281.35,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.17362,76.69113
3.12,320.74,283.06,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.1757,76.65623
2.05,312.47,284.26,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.17636,76.67603
1.47,301.31,282.67,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.17842,76.66464
1.46,302.97,282.18,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.18182,76.66927
1.46,315.65,280.75,2.836,0.45,0.45,2.078,3.76,1.827,1.079,5.194,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,15.1825,76.66548
1.05,300.79,282.46,2.862,0.45,0.45,2.094,3.778,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,6.95868,79.95699
2.28,333.23,303.36,2.863,0.45,0.45,2.094,3.778,1.838,1.084,5.235,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,6.74823,81.75127
4.66,345.91,307.0,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,6.99914,81.59812
5.33,335.33,306.99,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,6.99967,81.60159
4.66,340.51,306.28,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.00193,81.59413
4.66,349.4,309.62,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.00246,81.59761
4.34,334.53,307.12,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.00911,81.5966
3.59,341.21,304.24,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.07676,81.82498
3.8,330.54,300.51,2.862,0.45,0.45,2.094,3.777,1.838,1.084,5.234,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.09931,80.83875
8.79,345.22,300.2,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.17094,81.64171
4.57,339.42,300.35,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.1865,81.38634
4.49,343.9,297.2,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.32466,81.76436
3.07,340.74,300.22,2.862,0.45,0.45,2.093,3.777,1.838,1.084,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.33384,81.80244
2.02,330.4,294.08,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.43173,81.31496
24.03,354.52,299.46,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.4614,80.99762
9.86,346.07,297.84,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.233,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.47357,81.65829
2.18,334.5,306.55,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.52729,80.8979
8.72,339.35,301.8,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.60614,81.15155
2.94,335.93,305.53,2.861,0.45,0.45,2.093,3.777,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.65419,81.40054
6.93,340.73,303.38,2.861,0.45,0.45,2.093,3.776,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.70496,81.42134
3.4,335.15,299.09,2.861,0.45,0.45,2.093,3.776,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.73714,79.95287
5.01,345.5,299.7,2.861,0.45,0.45,2.093,3.776,1.838,1.083,5.232,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.73915,79.95213
5.31,348.7,305.08,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.8739,80.07893
2.86,331.9,302.63,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.87699,80.62096
7.77,345.81,305.14,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.88657,80.13833
3.88,341.73,302.18,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.88696,80.61943
4.75,341.88,308.16,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.92286,81.40872
20.34,345.2,308.84,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94071,81.30248
20.34,352.39,313.67,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94124,81.30596
80.22,350.67,310.0,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94297,81.295
20.34,352.31,313.41,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94403,81.30197
20.34,367.0,311.43,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.94456,81.30545
3.06,338.14,304.5,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.95897,80.09814
2.45,334.81,303.21,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.96847,80.62367
6.58,332.12,305.98,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,7.99786,80.37258
6.58,349.28,308.42,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,7.9984,80.37608
4.35,340.12,310.95,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.01197,81.41592
6.16,338.36,306.27,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.231,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.03437,80.19405
5.01,344.37,305.52,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.08878,80.19277
3.1,337.81,303.02,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.14198,79.99303
2.72,330.03,304.77,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.2525,80.51107
2.7,333.76,308.72,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.26829,80.17477
3.83,341.22,309.37,2.86,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.28108,80.16919
5.81,346.43,308.56,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.29091,80.21081
3.66,339.1,308.91,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.30053,80.16256
2.95,332.31,306.22,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.30774,80.12835
1.4,334.22,305.49,2.859,0.45,0.45,2.092,3.776,1.837,1.083,5.23,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.31053,80.29387
3.86,336.99,309.9,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.34692,80.20496
3.85,336.17,309.73,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.34746,80.20847
8.27,337.97,310.22,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.35775,80.80066
6.7,337.65,310.94,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.36229,81.05286
6.87,336.87,304.21,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.3721,80.43393
3.98,336.39,307.17,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.3754,81.1614
4.28,336.53,308.88,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.37858,80.18925
4.9,334.03,304.84,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.38648,80.15206
4.9,346.01,310.23,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.38703,80.15557
3.98,340.12,310.14,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.4223,81.09
5.61,341.14,308.86,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.42869,80.62504
6.05,341.2,309.0,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.4316,80.79919
2.47,331.43,304.61,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.43458,80.5528
7.37,338.83,306.9,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.44716,80.87873
3.6,335.29,308.52,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.4479,80.75037
7.93,346.94,307.83,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.46928,80.77913
7.33,342.12,309.88,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.47334,80.16677
1.53,331.63,303.02,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.47485,80.77115
4.13,331.96,303.15,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.47952,80.82387
2.3,333.66,306.36,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.48646,80.36195
11.16,353.12,310.05,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.49225,80.81834
2.61,331.59,303.07,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.49849,80.39584
4.41,341.45,307.32,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.49889,80.81732
4.3,332.96,300.44,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.51151,80.56882
9.52,334.79,309.49,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.51499,80.74651
2.27,331.95,300.33,2.859,0.45,0.45,2.092,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.5192,80.46411
5.71,336.88,306.97,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.55709,80.62238
7.3,339.42,308.82,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.55763,80.62587
6.27,347.43,309.81,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.56241,80.85677
0.92,334.55,302.39,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.57523,80.74078
9.48,348.81,308.67,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.5921,80.41267
3.19,336.11,302.77,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.229,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.59252,80.60977
24.38,344.09,307.19,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.59517,80.82677
5.45,338.01,310.3,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.61153,80.51681
4.65,334.35,307.32,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.6128,80.70208
9.6,350.21,312.03,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.61921,81.14049
6.63,348.51,306.04,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.6213,80.7978
1.17,335.68,304.01,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.62135,80.97601
3.18,333.65,303.3,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.62952,80.56754
2.36,332.78,301.35,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.63006,80.57103
4.17,339.82,310.42,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.63045,80.70648
3.24,338.93,306.44,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.63466,80.53464
15.49,339.77,303.83,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.6401,80.65864
2.09,334.64,305.82,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.65994,80.76608
3.35,337.97,307.33,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.66698,80.36886
6.91,338.19,307.61,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.67386,80.74609
6.41,341.5,311.49,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.68129,81.15162
5.09,349.96,308.89,2.859,0.45,0.45,2.091,3.775,1.837,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.6821,80.75552
3.57,338.49,305.13,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.74873,80.32748
12.29,343.59,307.86,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.78987,80.99559
3.36,341.51,306.81,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.228,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.80894,80.39244
16.02,349.7,311.49,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.85911,80.74155
4.3,338.33,305.91,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.90582,80.40517
28.96,341.63,314.07,2.858,0.45,0.45,2.091,3.775,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.91568,80.42508
6.62,345.28,311.26,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,8.97013,80.69147
6.26,336.51,308.02,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.9767,80.37984
6.26,337.39,307.43,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,8.97723,80.38334
11.75,345.65,311.04,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.02789,77.86799
19.68,367.0,312.33,2.858,0.45,0.45,2.091,3.774,1.836,1.083,5.227,1.0,0.0,1.0,1.0,3.0,1.0,mining_activity,9.04133,80.45132
5.42,339.2,310.26,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.11122,80.50833
2.97,332.22,306.33,2.857,0.45,0.45,2.091,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.17411,80.12911
6.86,346.2,304.75,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.17741,78.13036
6.16,347.17,313.38,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.18498,80.30385
1.84,337.37,309.9,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.19589,80.66298
16.19,339.43,303.45,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,gas_flare,9.22821,77.66577
6.53,340.77,307.73,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.26766,80.71529
3.86,340.11,306.2,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.226,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.28584,80.72318
3.06,338.13,306.48,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.39429,80.28052
5.73,353.54,307.32,2.857,0.45,0.45,2.09,3.774,1.836,1.083,5.225,1.0,0.0,1.0,1.0,3.0,1.0,industrial_fire,9.41306,80.4028
